FIPS,County,State,Insurance Coverage,Medicaid Enrollment,Gini Coefficient,Household Income,Annual Labor Force Participation Rate (2015-2019),Annual Unemployment Rate (2015-2019),Below Poverty,Uninsured,Monthly Unemployment Rate (Dec-22)
27125,Red Lake County,Minnesota,0.9708588957055214,0.16973415132924335,0.4078,62417.0,0.6379029632041681,0.019908116385911178,0.044933078393881457,0.02914110429447858,0.039
27127,Redwood County,Minnesota,0.9324128862590401,0.19605522682445758,0.4063,59638.0,0.6245736627568422,0.02077783697389451,0.059164149043303124,0.06758711374095994,0.03
27127,Redwood County,Minnesota,0.9324128862590401,0.19605522682445758,0.4063,59638.0,0.6245736627568422,0.02077783697389451,0.059164149043303124,0.06758711374095994,0.036000000000000004
27129,Renville County,Minnesota,0.9510629486471562,0.2107261181667587,0.4235,61233.0,0.6237674697762153,0.03395189003436426,0.05918918918918919,0.04893705135284376,0.05
27129,Renville County,Minnesota,0.9510629486471562,0.2107261181667587,0.4235,61233.0,0.6237674697762153,0.03395189003436426,0.05918918918918919,0.04893705135284376,0.039
27131,Rice County,Minnesota,0.9441228643450659,0.20075934397659725,0.4291,71384.0,0.6472357331155089,0.05197338228545204,0.06882168925964546,0.05587713565493413,0.031000000000000003
27131,Rice County,Minnesota,0.9441228643450659,0.20075934397659725,0.4291,71384.0,0.6472357331155089,0.05197338228545204,0.06882168925964546,0.05587713565493413,0.033
27133,Rock County,Minnesota,0.9613887427669647,0.1863229879011047,0.4397,68638.0,0.6831604150039904,0.022390965732087226,0.0587557603686636,0.03861125723303527,0.023
27133,Rock County,Minnesota,0.9613887427669647,0.1863229879011047,0.4397,68638.0,0.6831604150039904,0.022390965732087226,0.0587557603686636,0.03861125723303527,0.019
27135,Roseau County,Minnesota,0.9496374423203692,0.15234014502307186,0.406,65651.0,0.6835810979154555,0.04434455108735269,0.07329160146061554,0.050362557679630826,0.034
27135,Roseau County,Minnesota,0.9496374423203692,0.15234014502307186,0.406,65651.0,0.6835810979154555,0.04434455108735269,0.07329160146061554,0.050362557679630826,0.03
27137,St. Louis County,Minnesota,0.962503296747885,0.1992402264105009,0.451,61213.0,0.6138189898504595,0.04875399923684288,0.06851420973907263,0.03749670325211496,0.039
27137,St. Louis County,Minnesota,0.962503296747885,0.1992402264105009,0.451,61213.0,0.6138189898504595,0.04875399923684288,0.06851420973907263,0.03749670325211496,0.036000000000000004
27139,Scott County,Minnesota,0.9662998020417402,0.1375708562201458,0.4051,109031.0,0.7615348710225721,0.03191858448016653,0.03144185121666294,0.03370019795825985,0.024
27139,Scott County,Minnesota,0.9662998020417402,0.1375708562201458,0.4051,109031.0,0.7615348710225721,0.03191858448016653,0.03144185121666294,0.03370019795825985,0.027000000000000003
27141,Sherburne County,Minnesota,0.9691746698043207,0.11973965952214378,0.3763,92374.0,0.731348132106118,0.02692848682262363,0.030135326196727933,0.030825330195679346,0.042
27141,Sherburne County,Minnesota,0.9691746698043207,0.11973965952214378,0.3763,92374.0,0.731348132106118,0.02692848682262363,0.030135326196727933,0.030825330195679346,0.035
27143,Sibley County,Minnesota,0.9452193248433394,0.16798059429957551,0.4152,67412.0,0.678827196899486,0.03388357949609035,0.03291205897840969,0.05478067515666063,0.048
27143,Sibley County,Minnesota,0.9452193248433394,0.16798059429957551,0.4152,67412.0,0.678827196899486,0.03388357949609035,0.03291205897840969,0.05478067515666063,0.040999999999999995
27145,Stearns County,Minnesota,0.9612344605310278,0.18088453471120888,0.4286,68212.0,0.7119927341118979,0.04836087781089136,0.07429091855321364,0.03876553946897221,0.035
27145,Stearns County,Minnesota,0.9612344605310278,0.18088453471120888,0.4286,68212.0,0.7119927341118979,0.04836087781089136,0.07429091855321364,0.03876553946897221,0.031000000000000003
27147,Steele County,Minnesota,0.961962692619627,0.1951338199513382,0.4266,73468.0,0.6788168201181806,0.03841287514550332,0.041840154361734536,0.03803730738037303,0.031000000000000003
27147,Steele County,Minnesota,0.961962692619627,0.1951338199513382,0.4266,73468.0,0.6788168201181806,0.03841287514550332,0.041840154361734536,0.03803730738037303,0.036000000000000004
27149,Stevens County,Minnesota,0.9600625651720542,0.17142857142857143,0.5123,65750.0,0.6833867864015395,0.01914773793880233,0.06015037593984962,0.03993743482794576,0.033
27149,Stevens County,Minnesota,0.9600625651720542,0.17142857142857143,0.5123,65750.0,0.6833867864015395,0.01914773793880233,0.06015037593984962,0.03993743482794576,0.03
27151,Swift County,Minnesota,0.9454301629874149,0.24303693005983082,0.4519,53664.0,0.6186700767263427,0.03431169904919388,0.09025949605114705,0.05456983701258511,0.040999999999999995
27151,Swift County,Minnesota,0.9454301629874149,0.24303693005983082,0.4519,53664.0,0.6186700767263427,0.03431169904919388,0.09025949605114705,0.05456983701258511,0.037000000000000005
27153,Todd County,Minnesota,0.8955505581880974,0.2136374588386475,0.4029,58021.0,0.584587995930824,0.03802314452275298,0.08773784355179703,0.10444944181190263,0.051
27153,Todd County,Minnesota,0.8955505581880974,0.2136374588386475,0.4029,58021.0,0.584587995930824,0.03802314452275298,0.08773784355179703,0.10444944181190263,0.043
27155,Traverse County,Minnesota,0.9750152346130408,0.22943327239488118,0.4301,56667.0,0.6293294030950627,0.04156908665105386,0.04728132387706856,0.02498476538695915,0.042
27155,Traverse County,Minnesota,0.9750152346130408,0.22943327239488118,0.4301,56667.0,0.6293294030950627,0.04156908665105386,0.04728132387706856,0.02498476538695915,0.031000000000000003
27157,Wabasha County,Minnesota,0.9515416431660086,0.14518706523782665,0.4121,70603.0,0.6725530932594644,0.03766946970997082,0.040071965979718675,0.048458356833991356,0.039
