FIPS,County,State,Total,Under 18,18 to 64,Over 64,Below 9th grade,High School,College,Advanced Degree,White,Black,Hispanic,Asian,Other_Races,Urban_Percentage
27097,Morrison County,Minnesota,33876,0.23515172983823357,0.5699019955130475,0.19494627464871886,0.025735762517518156,0.8816834416273835,0.1786214804433686,0.052066080604747954,0.952089975203684,0.0028338646829613886,0.017918290234974613,0.002774825835399693,0.024383044042980282,0.2718
27099,Mower County,Minnesota,39985,0.25569588595723397,0.5630111291734401,0.181292984869326,0.0524131743242738,0.8394706344162398,0.23649482223634527,0.07536730345059628,0.7632362135800925,0.03578842065774666,0.12262098286857571,0.049768663248718266,0.028585719644866826,0.6409999999999999
27101,Murray County,Minnesota,8224,0.2194795719844358,0.5254134241245136,0.25510700389105057,0.03814574067738625,0.8768388641806363,0.21262401642148476,0.0542251111871365,0.9195038910505836,0.005107003891050584,0.044990272373540856,0.014348249027237353,0.016050583657587547,0.0
27103,Nicollet County,Minnesota,34295,0.2230354279049424,0.6179034844729553,0.15906108762210236,0.013221802482460875,0.9276398632847634,0.35213167835941717,0.11985069257060622,0.8721971132818195,0.02466831899693833,0.04817028721387957,0.0159206881469602,0.03904359236040239,0.7443000000000001
27105,Nobles County,Minnesota,22223,0.2781802636907708,0.557935472258471,0.16388426405075823,0.14884950693154209,0.759111047591825,0.16635701014720594,0.04144633414320423,0.5738649147279845,0.048733294334698286,0.2923547675831346,0.051028214012509565,0.03401880934167304,0.5901
27107,Norman County,Minnesota,6500,0.23846153846153847,0.550923076923077,0.21061538461538462,0.030377484922939468,0.8758096939915122,0.21867321867321868,0.04467277194549922,0.8889230769230769,0.010307692307692308,0.05415384615384616,0.005538461538461538,0.04107692307692308,0.0
27109,Olmsted County,Minnesota,160928,0.2463648339630145,0.6002684430304236,0.15336672300656193,0.02326521611290797,0.9233313731255514,0.47149735371949425,0.20941451043810644,0.7828097037184331,0.0667130642274806,0.05244581427719228,0.05830557764963214,0.03972584012726188,0.8341
27111,Otter Tail County,Minnesota,59728,0.21854071792124297,0.5444515135279936,0.23700776855076347,0.02870250558757793,0.9012116221620986,0.2683213739560052,0.08250794024232443,0.9168564157514064,0.011301232252879722,0.03653227966782748,0.004704661130458076,0.030605411197428344,0.2641
27113,Pennington County,Minnesota,14063,0.23295171727227476,0.5846547678304771,0.1823935148972481,0.015882902522578637,0.9173673829544274,0.19671960967507526,0.0543963458943216,0.8981725094218872,0.012728436322264097,0.041314086610253854,0.011875133328592762,0.035909834317002065,0.6377
27115,Pine County,Minnesota,28997,0.1965720591785357,0.5961651205297099,0.20726282029175433,0.021987769011717475,0.836889034125391,0.15284067037019747,0.04514261705802717,0.8840914577370073,0.021657412835810602,0.030278994378728833,0.007690450736283064,0.056281684312170226,0.107
27117,Pipestone County,Minnesota,9370,0.26926360725720383,0.523906083244397,0.20683030949839915,0.03502879078694818,0.8904350607805502,0.20393474088291746,0.062060140754958415,0.8673425827107791,0.00192102454642476,0.0759871931696905,0.00992529348986126,0.044823906083244394,0.42710000000000004
27119,Polk County,Minnesota,31303,0.24735648340414657,0.5693384020700891,0.1833051145257643,0.027088571564115944,0.8897955310973006,0.2700317851890507,0.07818207694862185,0.8525380953902182,0.02434271475577421,0.06769319234578156,0.011596332619876689,0.04382966488834936,0.5153
27121,Pope County,Minnesota,11216,0.21192938659058488,0.5442225392296719,0.24384807417974322,0.01996325780771586,0.9167176974892836,0.22216778934476425,0.07336191059399877,0.9484664764621968,0.005349500713266762,0.017653352353780315,0.006865192582025678,0.021665477888730387,0.0
27123,Ramsey County,Minnesota,549377,0.23450927141107109,0.6207322112137931,0.14475851737513584,0.05044539432897184,0.8762739147931826,0.4388955960887961,0.17384518332408827,0.6022221534574618,0.11973198732382316,0.076326457059542,0.1492181143367851,0.0525012878223879,0.9981000000000001
27125,Red Lake County,Minnesota,3921,0.24662076001020147,0.5452690640142821,0.20811017597551645,0.022619481940897482,0.903684786574243,0.17694272163444,0.03137541043414812,0.9155827595001275,0.008416220351951033,0.03647028819178781,0.0,0.03953073195613364,0.0
27127,Redwood County,Minnesota,15435,0.2514415289925494,0.5363135730482669,0.21224489795918366,0.027263127579917442,0.8973792838629164,0.1912258807718153,0.047902467121052124,0.8623906705539358,0.006090055069646907,0.038289601554907675,0.024230644638807905,0.06899902818270165,0.30870000000000003
27129,Renville County,Minnesota,14768,0.23368093174431204,0.5609425785482124,0.20537648970747563,0.027453271028037383,0.8654595015576324,0.1599493769470405,0.03329439252336448,0.8662648970747562,0.0035888407367280608,0.09202329360780065,0.007042253521126761,0.031080715059588298,0.0
27131,Rice County,Minnesota,66795,0.21816004191930533,0.6244629089003668,0.15737704918032788,0.02916089010033602,0.8687172498061424,0.2893531028972907,0.11004065136170313,0.8081592933602815,0.06169623474810989,0.08484167976644959,0.023190358559772438,0.02211243356538663,0.7406999999999999
27133,Rock County,Minnesota,9718,0.2575632846264663,0.5446593949372299,0.19777732043630378,0.02770935960591133,0.9139470443349754,0.25738916256157635,0.06850369458128079,0.9281745215064828,0.004116073266104137,0.0332372916237909,0.0060712080675036015,0.028400905536118543,0.4769
27135,Roseau County,Minnesota,15321,0.24247764506233274,0.5814894589126036,0.17603289602506364,0.019808612440191387,0.8988516746411483,0.2000956937799043,0.03923444976076555,0.9052933881600418,0.008746165393903792,0.015077344820834148,0.028196592911689838,0.04268650871353045,0.1768
27137,St. Louis County,Minnesota,200311,0.19110283509143283,0.6142099035999021,0.19468726130866504,0.014536135913965935,0.9108557410800984,0.3119830034533362,0.10895166059473312,0.9053921152607695,0.01610495679218815,0.01855115295715163,0.01073830194048255,0.04921347304940817,0.6289
27139,Scott County,Minnesota,149568,0.27241121095421483,0.6145298459563543,0.11305894308943089,0.02194221608133468,0.9228929079623023,0.42269699531871896,0.12434266152481904,0.7917201540436457,0.04804503637141635,0.054543752674368846,0.06151716944801027,0.044173887462558833,0.8276000000000001
27141,Sherburne County,Minnesota,96295,0.26377278155667483,0.6224726102082143,0.11375460823511085,0.01443820668933344,0.9026172214754488,0.25854352810943304,0.07252312801454891,0.8891219689495821,0.02935770289215432,0.02808037800508853,0.014611350537411081,0.038828599615764056,0.5581
27143,Sibley County,Minnesota,14948,0.23514851485148514,0.5842253144233343,0.1806261707251806,0.034542647626399074,0.8988807410266306,0.17001157854110382,0.03512157468159012,0.8767059138346267,0.009767192935509768,0.09238694139684239,0.004549103559004549,0.016590848274016592,0.0
27145,Stearns County,Minnesota,157638,0.23489894568568492,0.6150166837945166,0.15008437051979853,0.04115610015982951,0.9026884144092455,0.2869349616818983,0.09782385967788206,0.8400512566766897,0.07413821540491505,0.036311041753891826,0.020052271660386454,0.02944721450411703,0.6307
27147,Steele County,Minnesota,37363,0.24981933998875894,0.5730803201027754,0.1771003399084656,0.028956148713060056,0.878733714648872,0.2793930727677153,0.08504130918334922,0.8553916976688167,0.0325723309156117,0.08117656505098626,0.003880844685919225,0.02697856167866606,0.6943
27149,Stevens County,Minnesota,9669,0.21470679491157307,0.6182645568311097,0.1670286482573172,0.031255396304610605,0.8967363149715075,0.282852702469349,0.07597996891728544,0.8598614127624367,0.014996380184093494,0.07322370462302202,0.022442858620333024,0.0294756438101148,0.5267000000000001
27151,Swift County,Minnesota,9810,0.23221202854230377,0.5500509683995922,0.21773700305810398,0.040293040293040296,0.8829304029304029,0.20893772893772894,0.04058608058608058,0.8966360856269113,0.012640163098878695,0.054841997961264016,0.003669724770642202,0.032212028542303775,0.3262
27153,Todd County,Minnesota,25121,0.24123243501452968,0.5458381433860117,0.21292942159945863,0.06176606032696293,0.8404904443932766,0.14557909279300024,0.039143449228643795,0.886986983002269,0.005453604553958839,0.0698220612236774,0.005214760558894948,0.03252259066119979,0.2161
27155,Traverse County,Minnesota,3362,0.21029149315883403,0.5425342058298632,0.2471743010113028,0.03022562792677735,0.8897403150276714,0.14857386121753938,0.036611323967645805,0.8706127305175491,0.001784651992861392,0.04134443783462225,0.002082093991671624,0.08417608566329565,0.0
27157,Wabasha County,Minnesota,21425,0.21843640606767795,0.5661610268378063,0.21540256709451575,0.024219206545029542,0.9105902214141939,0.267774819816895,0.08551392766703461,0.9423570595099183,0.004434072345390899,0.03061843640606768,0.006161026837806301,0.0164294049008168,0.3546
27159,Wadena County,Minnesota,14009,0.26311656792062244,0.53301449068456,0.20386894139481762,0.03352972683449384,0.8735940010712373,0.1670058918050348,0.036743438671665775,0.9223356413734028,0.009136983367834963,0.020629595260189877,0.0043543436362338496,0.0435434363623385,0.3301
27161,Waseca County,Minnesota,18972,0.23429264178789797,0.5886569681636096,0.17705039004849252,0.02508361204013378,0.8630282760717544,0.22468835512313773,0.05936454849498328,0.8865696816360953,0.010858106683533628,0.0635146531730972,0.007906388361796331,0.031151170145477546,0.49840000000000007
27163,Washington County,Minnesota,264818,0.2454515931696486,0.6038864427644647,0.15066196406588675,0.013422668900055834,0.9397208263539922,0.4712060301507538,0.16623115577889447,0.8075999365602036,0.04792725570014123,0.0449856127604619,0.0654298423823154,0.03405735259687786,0.8553000000000001
27165,Watonwan County,Minnesota,11223,0.2474382963556981,0.5527042680210282,0.19985743562327363,0.07822187046563778,0.8510750560612056,0.18810183353119642,0.04854240865321198,0.7032878909382518,0.003296801211797202,0.2665953844783035,0.014167334937182571,0.012652588434464937,0.409
27167,Wilkin County,Minnesota,6495,0.23156274056966897,0.5798306389530408,0.1886066204772902,0.01815766164747564,0.8886182462356067,0.22364924712134632,0.05248007085916741,0.9254811393379523,0.0023094688221709007,0.035719784449576596,0.001077752117013087,0.03541185527328714,0.4986
27169,Winona County,Minnesota,49889,0.18072120106636733,0.6486600252560685,0.1706187736775642,0.023312883435582823,0.9046173716499839,0.3184049079754601,0.11107523409751373,0.907214015113552,0.01030287237667622,0.03084848363366674,0.024754956002325162,0.026879672873779792,0.6547
27171,Wright County,Minnesota,139890,0.2794552862963757,0.5940953606405033,0.12644935306312102,0.014255002480568877,0.9168513312386307,0.31861529132903366,0.0918802712088639,0.9098505968975624,0.01640574737293588,0.032175280577596686,0.011416112659947101,0.030152262491957967,0.6748999999999999
27173,Yellow Medicine County,Minnesota,9616,0.22920133111480864,0.5644758735440932,0.20632279534109818,0.028310365488316357,0.8981426003594967,0.18154583582983821,0.05617136009586579,0.8895590682196339,0.007383527454242929,0.048876871880199665,0.005199667221297837,0.04898086522462562,0.1918
